-1.39,9.13,0.00,-1.39,9.13,0.00,Same,2000
-2.24,5.56,0.00,-2.24,5.56,0.00,Same,
-2.36,5.22,0.00,-2.36,5.22,0.00,Same,
-0.50,4.98,0.00,-0.50,4.98,0.00,Same,
-2.98,6.24,0.00,-2.98,6.24,0.00,Same,
-0.21,3.12,0.00,-0.21,3.12,0.00,Same,
-1.34,3.61,0.00,-1.34,3.61,0.00,Same,
-2.80,5.46,0.00,-2.80,5.46,0.00,Same,
-1.64,4.63,0.00,-1.64,4.63,0.00,Same,
-3.36,2.22,0.00,-3.36,2.22,0.00,Same,
-2.47,5.97,0.00,-2.47,5.97,0.00,Same,
-1.08,4.63,0.00,-1.08,4.63,0.00,Same,
-1.12,4.74,0.00,-1.12,4.74,0.00,Same,
-0.71,5.03,0.00,-0.71,5.03,0.00,Same,
-0.74,5.94,0.00,-0.74,5.94,0.00,Same,
-1.13,5.52,0.00,-1.13,5.52,0.00,Same,
-1.92,3.04,0.00,-1.92,3.04,0.00,Same,
-0.54,4.85,0.00,-0.54,4.85,0.00,Same,
-1.92,3.09,0.00,-1.92,3.09,0.00,Same,
-2.33,5.17,0.00,-2.33,5.17,0.00,Same,
0.32,6.94,0.00,0.32,6.94,0.00,Same,
-2.36,5.06,0.00,-2.36,5.06,0.00,Same,
-3.53,7.18,0.00,-3.53,7.18,0.00,Same,
-3.30,5.22,0.00,-3.30,5.22,0.00,Same,
-3.72,4.05,0.00,-3.72,4.05,0.00,Same,
-2.95,6.02,0.00,-2.95,6.02,0.00,Same,
-1.22,6.50,0.00,-1.22,6.50,0.00,Same,
-2.06,6.96,0.00,-2.06,6.96,0.00,Same,
-3.06,5.57,0.00,-3.06,5.57,0.00,Same,
-0.28,4.71,0.00,-0.28,4.71,0.00,Same,
-2.65,5.23,0.00,-2.65,5.23,0.00,Same,
-4.98,2.19,0.00,-4.98,2.19,0.00,Same,
-1.61,7.63,0.00,-1.61,7.63,0.00,Same,
-2.62,0.58,0.00,-2.62,0.58,0.00,Same,
-2.39,6.08,0.00,-2.39,6.08,0.00,Same,
-1.59,7.28,0.00,-1.59,7.28,0.00,Same,
-2.78,4.23,0.00,-2.78,4.23,0.00,Same,
-2.22,6.96,0.00,-2.22,6.96,0.00,Same,
-4.43,5.51,0.00,-4.43,5.51,0.00,Same,
-2.38,4.45,0.00,-2.38,4.45,0.00,Same,
-0.35,3.80,0.00,-0.35,3.80,0.00,Same,
-2.07,7.34,0.00,-2.07,7.34,0.00,Same,
-3.62,4.92,0.00,-3.62,4.92,0.00,Same,
-2.83,3.43,0.00,-2.83,3.43,0.00,Same,
-1.69,7.81,0.00,-1.69,7.81,0.00,Same,
-2.57,3.65,0.00,-2.57,3.65,0.00,Same,
-1.17,5.30,0.00,-1.17,5.30,0.00,Same,
-4.00,3.92,0.00,-4.00,3.92,0.00,Same,
-1.78,5.22,0.00,-1.78,5.22,0.00,Same,
-1.28,4.65,0.00,-1.28,4.65,0.00,Same,
-1.38,7.27,0.00,-1.38,7.27,0.00,Same,
-4.67,3.95,0.00,-4.67,3.95,0.00,Same,
-1.31,6.90,0.00,-1.31,6.90,0.00,Same,
-2.12,7.49,0.00,-2.12,7.49,0.00,Same,
-2.41,7.47,0.00,-2.41,7.47,0.00,Same,
-1.84,4.76,0.00,-1.84,4.76,0.00,Same,
-2.27,2.46,0.00,-2.27,2.46,0.00,Same,
-1.88,5.98,0.00,-1.88,5.98,0.00,Same,
-2.54,5.26,0.00,-2.54,5.26,0.00,Same,
-1.26,4.88,0.00,-1.26,4.88,0.00,Same,
-1.77,4.70,0.00,-1.77,4.70,0.00,Same,
0.17,5.44,0.00,0.17,5.44,0.00,Same,
-0.86,7.20,0.00,-0.86,7.20,0.00,Same,
-2.20,3.42,0.00,-2.20,3.42,0.00,Same,
-1.87,6.29,0.00,-1.87,6.29,0.00,Same,
-3.61,3.57,0.00,-3.61,3.57,0.00,Same,
-1.71,5.39,0.00,-1.71,5.39,0.00,Same,
-2.04,4.13,0.00,-2.04,4.13,0.00,Same,
-0.43,4.52,0.00,-0.43,4.52,0.00,Same,
-1.09,4.03,0.00,-1.09,4.03,0.00,Same,
-0.86,5.69,0.00,-0.86,5.69,0.00,Same,
-0.99,3.70,0.00,-0.99,3.70,0.00,Same,
-0.61,4.95,0.00,-0.61,4.95,0.00,Same,
-3.72,2.66,0.00,-3.72,2.66,0.00,Same,
-1.40,4.08,0.00,-1.40,4.08,0.00,Same,
-3.88,3.65,0.00,-3.88,3.65,0.00,Same,
-2.57,6.02,0.00,-2.57,6.02,0.00,Same,
-2.04,2.59,0.00,-2.04,2.59,0.00,Same,
-2.69,3.58,0.00,-2.69,3.58,0.00,Same,
-0.70,4.78,0.00,-0.70,4.78,0.00,Same,
-3.04,6.10,0.00,-3.04,6.10,0.00,Same,
-2.50,5.37,0.00,-2.50,5.37,0.00,Same,
-2.98,4.32,0.00,-2.98,4.32,0.00,Same,
-1.70,4.58,0.00,-1.70,4.58,0.00,Same,
-1.28,5.16,0.00,-1.28,5.16,0.00,Same,
-0.32,4.57,0.00,-0.32,4.57,0.00,Same,
-2.87,5.43,0.00,-2.87,5.43,0.00,Same,
-2.70,3.26,0.00,-2.70,3.26,0.00,Same,
-3.23,5.74,0.00,-3.23,5.74,0.00,Same,
-2.07,7.22,0.00,-2.07,7.22,0.00,Same,
-0.92,5.88,0.00,-0.92,5.88,0.00,Same,
-1.25,6.02,0.00,-1.25,6.02,0.00,Same,
-2.75,5.99,0.00,-2.75,5.99,0.00,Same,
-2.35,4.14,0.00,-2.35,4.14,0.00,Same,
-1.79,5.30,0.00,-1.79,5.30,0.00,Same,
-1.94,7.17,0.00,-1.94,7.17,0.00,Same,
0.01,4.31,0.00,0.01,4.31,0.00,Same,
-1.73,4.65,0.00,-1.73,4.65,0.00,Same,
-3.60,5.81,0.00,-3.60,5.81,0.00,Same,
-0.59,7.59,0.00,-0.59,7.59,0.00,Same,
-2.20,4.24,0.00,-2.20,4.24,0.00,Same,
-1.46,7.90,0.00,-1.46,7.90,0.00,Same,
-1.03,5.71,0.00,-1.03,5.71,0.00,Same,
-3.50,4.58,0.00,-3.50,4.58,0.00,Same,
-0.96,5.09,0.00,-0.96,5.09,0.00,Same,
-2.41,2.87,0.00,-2.41,2.87,0.00,Same,
-2.71,6.15,0.00,-2.71,6.15,0.00,Same,
-0.53,4.51,0.00,-0.53,4.51,0.00,Same,
-2.11,2.79,0.00,-2.11,2.79,0.00,Same,
-2.98,6.12,0.00,-2.98,6.12,0.00,Same,
-1.68,5.07,0.00,-1.68,5.07,0.00,Same,
-1.93,3.96,0.00,-1.93,3.96,0.00,Same,
-1.68,5.33,0.00,-1.68,5.33,0.00,Same,
-2.46,2.97,0.00,-2.46,2.97,0.00,Same,
-1.16,3.97,0.00,-1.16,3.97,0.00,Same,
-2.17,4.47,0.00,-2.17,4.47,0.00,Same,
-1.08,4.81,0.00,-1.08,4.81,0.00,Same,
-2.38,4.61,0.00,-2.38,4.61,0.00,Same,
-2.54,6.53,0.00,-2.54,6.53,0.00,Same,
-1.00,8.19,0.00,-1.00,8.19,0.00,Same,
-3.01,5.17,0.00,-3.01,5.17,0.00,Same,
-3.22,4.76,0.00,-3.22,4.76,0.00,Same,
-1.35,6.87,0.00,-1.35,6.87,0.00,Same,
-4.03,5.13,0.00,-4.03,5.13,0.00,Same,
-1.24,5.49,0.00,-1.24,5.49,0.00,Same,
-1.78,5.77,0.00,-1.78,5.77,0.00,Same,
-3.11,6.45,0.00,-3.11,6.45,0.00,Same,
0.96,7.35,0.00,0.96,7.35,0.00,Same,
-2.40,8.25,0.00,-2.40,8.25,0.00,Same,
-0.56,4.57,0.00,-0.56,4.57,0.00,Same,
-1.08,3.48,0.00,-1.08,3.48,0.00,Same,
0.34,5.50,0.00,0.34,5.50,0.00,Same,
-2.67,7.13,0.00,-2.67,7.13,0.00,Same,
-2.53,4.29,0.00,-2.53,4.29,0.00,Same,
-0.58,4.07,0.00,-0.58,4.07,0.00,Same,
-1.75,2.81,0.00,-1.75,2.81,0.00,Same,
-1.71,2.87,0.00,-1.71,2.87,0.00,Same,
-1.38,5.67,0.00,-1.38,5.67,0.00,Same,
-1.95,4.31,0.00,-1.95,4.31,0.00,Same,
-1.20,4.79,0.00,-1.20,4.79,0.00,Same,
-1.73,5.55,0.00,-1.73,5.55,0.00,Same,
-1.49,3.93,0.00,-1.49,3.93,0.00,Same,
-1.65,6.13,0.00,-1.65,6.13,0.00,Same,
-2.55,3.87,0.00,-2.55,3.87,0.00,Same,
-1.76,5.34,0.00,-1.76,5.34,0.00,Same,
-2.87,6.55,0.00,-2.87,6.55,0.00,Same,
-2.39,5.65,0.00,-2.39,5.65,0.00,Same,
-0.93,4.59,0.00,-0.93,4.59,0.00,Same,
