1.000000000000000000e+00,6.059667352280026620e+00,3.823871142613048946e+00
1.000000000000000000e+00,-3.224722226094701050e+00,5.524022677402463444e+00
1.000000000000000000e+00,3.685128664162343082e+00,6.801026242273607636e+00
1.000000000000000000e+00,-4.900369117510468442e+00,1.103485540773978002e+01
1.000000000000000000e+00,4.504979791987891780e+00,5.791753577413503606e+00
1.000000000000000000e+00,3.446778869949143953e+00,3.697706997468260592e+00
1.000000000000000000e+00,-2.972817982822958172e+00,9.084704559506144861e+00
1.000000000000000000e+00,6.268291457601648631e+00,7.872268348885611555e-01
1.000000000000000000e+00,-3.607643283215552721e+00,3.566298277773980896e+00
1.000000000000000000e+00,4.167242834248427563e+00,3.903084635326366847e+00
1.000000000000000000e+00,-2.271573910457695078e+00,2.459127058729407178e+00
1.000000000000000000e+00,4.371958319832073059e+00,8.389885064437223150e+00
1.000000000000000000e+00,2.789537833681835721e+00,5.111739563580612433e+00
1.000000000000000000e+00,-2.859506792064898661e+00,9.065374277348695387e+00
1.000000000000000000e+00,-1.413045406932907699e+00,5.231060649160009568e+00
1.000000000000000000e+00,-2.820675725383972932e+00,3.471249668509771791e+00
1.000000000000000000e+00,-4.900542608009237355e+00,6.752396578085168244e+00
1.000000000000000000e+00,-2.403251219802252425e+00,8.248785844140382295e+00
1.000000000000000000e+00,4.168385433456485600e+00,4.971150828076682515e+00
1.000000000000000000e+00,6.875229633327832879e+00,3.300475679767921555e+00
1.000000000000000000e+00,-4.513096720004432072e+00,9.020294866549660284e+00
1.000000000000000000e+00,2.463300012306389952e+00,5.099214354229127721e+00
1.000000000000000000e+00,3.860910714947349831e+00,1.934014904404459889e+00
1.000000000000000000e+00,5.045267569555671017e+00,6.155555860178152372e+00
1.000000000000000000e+00,4.586864116593525331e+00,2.978802681875470704e+00
1.000000000000000000e+00,-5.906434034784566744e-01,7.586032778427997059e+00
1.000000000000000000e+00,3.527127071067670094e+00,6.077125862181676830e+00
1.000000000000000000e+00,-5.070333764168912793e+00,6.952218163859768651e+00
1.000000000000000000e+00,-5.482180381089546195e+00,7.532047845103626571e+00
1.000000000000000000e+00,-2.752672581457509260e-01,4.712679994485879931e+00
1.000000000000000000e+00,-3.605467633622581936e+00,5.800061042908978948e+00
1.000000000000000000e+00,-3.477631557092664583e+00,9.945152662273372357e+00
1.000000000000000000e+00,-5.405806254856358350e+00,1.145057128295721149e+01
1.000000000000000000e+00,-3.217436560232867393e+00,9.719042629470727945e+00
1.000000000000000000e+00,4.346569791499873325e+00,5.162106290020373578e+00
1.000000000000000000e+00,-2.149187714749117628e+00,5.785335488953947447e+00
1.000000000000000000e+00,4.294604859325650281e+00,3.621698364512017765e+00
1.000000000000000000e+00,3.068745429046204176e+00,6.120865741512215408e+00
1.000000000000000000e+00,4.892734534609052943e+00,5.477661212415746661e+00
1.000000000000000000e+00,-1.948214216462396786e+00,2.138566464326383088e+00
1.000000000000000000e+00,-1.235656817452717160e+00,5.487160142740442836e+00
